NO	Classification	Language	Course Name	Course ID	Training Hours
2211	Expertise	English (US)	Deep Learning: Getting Started	d7821feb-d07c-5516-89fb-15a70b85cef1	1.22
2212	Expertise	English (US)	Deep Learning: Model Optimization and Tuning	61caaa8f-c3c2-5f45-ab96-5266b6a9388d	0.9
2213	Expertise	English (US)	Deploying Scalable Machine Learning for Data Science	de5eaad3-a450-5209-ba5e-3cd182b5a267	1.72
2214	Expertise	English (US)	Introduction to Deep Learning with OpenCV	c350f538-a88a-52b2-9f59-ab5dbebbb98d	0.82
2215	Expertise	English (US)	Introduction to Machine Learning with KNIME	a51dcec3-0836-5882-a677-4f46a8c85ecc	1.98
2216	Expertise	English (US)	Machine Learning and AI Foundations: Causal Inference and Modeling	64b1e479-c535-5f7f-9eac-19df3f124929	2.85
2217	Expertise	English (US)	Machine Learning and AI Foundations: Decision Trees with KNIME	ea22f671-84bc-5c84-a7b4-b9e7f5f1f628	1.98
2218	Expertise	English (US)	Machine Learning and AI Foundations: Prediction, Causation, and Statistical Inference	0679b99a-da66-58ed-93ce-20d5adb0e64e	2.03
2219	Expertise	English (US)	Machine Learning and AI Foundations: Producing Explainable AI (XAI) and Interpretable Machine Learning Solutions	a464f07b-92e4-513d-b9b7-bc3a99a641ae	2.15
2220	Expertise	English (US)	Machine Learning and AI: Advanced Decision Trees with SPSS	cce42acc-2b86-5940-b331-995745bf998b	1.38
2221	Expertise	English (US)	Machine Learning for iOS: Core ML and Create ML	3b326942-de5b-539c-99d8-12ad7ddfde21	0.63
2222	Expertise	English (US)	Machine Learning with Data Reduction in Excel, R, and Power BI	ea03aca3-9a64-57be-bdac-b9b53fcd3c0c	3.53
2223	Expertise	English (US)	Machine Learning with Python: Foundations	424c8af1-02ee-5d94-b8d5-29e9c1940132	1.9
2224	Expertise	English (US)	Machine Learning with Scikit-Learn	071ab47d-4876-539f-90ac-443759d9230f	0.72
2225	Expertise	English (US)	Power BI: Integrating AI and Machine Learning	48b63ebf-b1ff-5601-a711-bdef4ceb9c27	3.97
2226	Expertise	English (US)	TensorFlow 2.0: Working with Images	41bacc03-e0aa-5385-81be-47937a2b2a42	0.67
2227	Expertise	English (US)	TensorFlow: Working with NLP	15e4335c-8780-5fc7-878d-1eb131c2f28e	0.68
2228	Expertise	English (US)	Coping Strategies in Difficult Times	712e0248-3a69-51ea-ba27-f51443b460cb	0.57
2229	Expertise	English (US)	Crisis Communication	d4c315f4-f2a0-5f83-a24a-eb8900520d81	0.95
2230	Expertise	English (US)	Dealing with Grief, Loss, and Change as an Employee	a447e6d6-1dc4-57f6-9067-d88db5ec9e68	0.88
2231	Expertise	English (US)	Embracing Unexpected Change	38bed333-9f44-59e8-9a9d-e31b1fbcf7c0	0.23
2232	Expertise	English (US)	Emerging Financial Risk Management	cd233669-6e08-58ea-b721-b59e316b7134	1.22
2233	Expertise	English (US)	Handling Workplace Change as an Employee	0c1f51af-d54d-5c34-8eff-6337918326c2	2.03
2234	Expertise	English (US)	Reputation Risk Management	80abec47-7123-534d-8d84-461c49e2908f	0.68
2235	Expertise	English (US)	The New Age of Risk Management Strategy for Business	4d491be9-6728-5925-952a-66b16b8f958e	1.47
2236	Expertise	English (US)	.NET Essentials: LINQ for Databases	7e1eb7a8-5945-5b69-8b0e-8aa5db49c82f	1.25
2237	Expertise	English (US)	.NET Essentials: LINQ for XML	9e39ad9e-d937-5a94-864a-bf84fe0cc63f	1.53
2238	Expertise	English (US)	.NET Essentials: Working with LINQ	b8c9dcee-aa6b-59fe-82d7-5bd143329748	3.07
2239	Expertise	English (US)	Access 2016 Essential Training	fc83a6b8-b358-5200-ad50-47e6e457766b	6.75
2240	Expertise	English (US)	Access 2016: Advanced Tips and Tricks	f820957f-f73d-511c-99cf-8ff0bca61a53	2.67
2241	Expertise	English (US)	Access 2016: Forms and Reports	b4b32c17-2bda-5e2e-a57b-fa9c256da0e5	4.98
2242	Expertise	English (US)	Access 2016: Queries	caa289a4-0b61-5dac-9c16-371e911a8ffd	4.17
2243	Expertise	English (US)	Access 2019 Essential Training	2c32c4f9-5a47-52ef-a238-735fd011b5ea	3.67
2244	Expertise	English (US)	Access 2019: Forms and Reports	fb9ea490-a815-549f-aeb7-90a1334424a1	4.33
2245	Expertise	English (US)	Access 2019: Macros	d945cad2-f862-50a3-8ab6-d8bf8083459f	1.15
2246	Expertise	English (US)	Access 2019: Queries	63c3455d-c896-583c-a6f9-7d51b7f46d33	3.93
2247	Expertise	English (US)	Access 2019: Tips, Tricks, and Techniques	3623074f-5da0-5ee5-9577-d10ffa2cf87b	2.48
2248	Expertise	English (US)	Access Essential Training (Office 365/Microsoft)	1d84244a-0a1a-5ce1-b6d8-bb4aa0965a85	3.85
2249	Expertise	English (US)	Access Quick Tips	20af537c-4645-5f63-b201-d14c659a81b6	0.45
2250	Expertise	English (US)	Access: Building a Sales Database	614a06ca-b6fd-5b72-a24b-a142d56a62bd	2.23
2251	Expertise	English (US)	Advanced BigQuery	3ca13f72-4f2c-5f63-b066-8840667791c3	2.23
2252	Expertise	English (US)	Advanced MongoDB: Efficient and Secure Data Management	38ca7790-e37d-515f-b1ce-b38038d37414	1.87
2253	Expertise	English (US)	Advanced Power BI: DAX Language, Formulas, and Calculations	05f1d9bc-38dd-5554-ac95-100f4fbaf002	3.05
2254	Expertise	English (US)	Advanced Redis	0edb7340-5671-5fac-b572-37f4aee9022d	2.12
2255	Expertise	English (US)	Advanced Terraform	a57c5778-248f-5d89-b1e8-71fe7a8754a3	2.42
2256	Expertise	English (US)	Advanced Visio Desktop: Working with Data	e52e1e04-10cc-5c36-b25d-b4ab32161672	2.85
2257	Expertise	English (US)	Apache Kafka Essential Training: Building Scalable Applications	b2c0f731-d189-57d7-909d-23d66f73d026	1.3
2258	Expertise	English (US)	Apache Kafka Essential Training: Getting Started	6406018f-0aa9-55c1-a12d-34c6028691f1	1.2
2259	Expertise	English (US)	Bash Patterns and Regular Expressions	39d253f6-fca4-57a3-bee9-5864157be06b	2.03
2260	Expertise	English (US)	Blockchain: Learning Solidity	2735ba05-1b36-54c1-a79a-410cac3aac1f	1.13
2261	Expertise	English (US)	Building a Data-Driven Culture	9529e06f-25c7-5229-8d3f-9133d8cf0f9b	1.48
2262	Expertise	English (US)	Building a Data-Driven Skills-First Workforce Strategy	ee18e79c-aa3b-5a15-8dce-389f858dc08e	0.7
2263	Expertise	English (US)	Building a HIPAA Compliance Program	81d6533f-06f2-52e1-bc02-fd8b6edfa557	0.5
2264	Expertise	English (US)	Building Web3 Decentralized Apps in Ethereum	f89de064-fec7-52cc-922f-0b37e72609d2	1.95
2265	Expertise	English (US)	Certified Information Privacy Manager (CIPM) Cert Prep: 5 Privacy Operational Life Cycle: Sustain	4672dbe4-979f-55b8-b449-abacbdba8393	0.55
2266	Expertise	English (US)	Choose the Right Tool for Your Data: Python, R, or SQL	1225ab76-cf2d-54cd-a013-b74aa9624b55	1.12
2267	Expertise	English (US)	Claris Pro Essential Training	9d414713-56b4-5185-9666-e4f6b1cc9704	6.68
2268	Expertise	English (US)	COBOL Essential Training	8c779d69-8210-5f7d-807d-27d3240f418f	3.82
2269	Expertise	English (US)	Coding Exercises: Advanced MongoDB	16a95f9f-a9a2-541e-8068-3cbc55538242	0.72
2270	Expertise	English (US)	Coding Exercises: MongoDB	7bc06596-b7df-52ef-a225-0384dfd2fe68	1.75
2271	Expertise	English (US)	Complete Guide to Apache Kafka for Beginners	f2044a18-0636-5e32-9343-e8ff4aff5d42	8.22
2272	Expertise	English (US)	Concept Visualization	7c284ffc-a3a0-57e8-9505-43c0e62faea5	0.92
2273	Expertise	English (US)	Data Engineering Foundations	91b9273a-9114-5522-bec1-bc8ec65c1802	1.05
2274	Expertise	English (US)	Data Engineering Pipeline Management with Apache Airflow	ee5b9c2c-bd3d-5240-9e3a-3b50322a4908	2.13
2275	Expertise	English (US)	Data Impact with DJ Patil	391d80b8-569b-52ee-a9c7-875bd6ee91e5	7.05
2276	Expertise	English (US)	Data Labeling for Machine Learning	59d39645-1866-57b5-a4e2-e372e34bb4e7	1.9
2277	Expertise	English (US)	Data Management with Apache NiFi	1de6c4b6-be8a-5351-9007-f4f736e65187	2.6
2278	Expertise	English (US)	Data Science Foundations: Knowledge Graphs	4bbfb313-d165-5be0-9a93-6716cd2aad25	0.52
2279	Expertise	English (US)	Data Science Team Lifecycle Management	094fdc38-ecdc-58c7-8c8e-9c55cca3b99c	2.12
2280	Expertise	English (US)	Data Visualization in R with ggplot2	4499b058-ed89-5b75-9fa7-9a68957af78e	2.45
2281	Expertise	English (US)	Data Visualization Tips and Tricks	867d29c7-d346-521e-93fe-657e6754a424	2.23
2282	Expertise	English (US)	Data Visualization: Best Practices	5018b631-aa69-5c77-8a0c-7fbe1044c259	1.63
2283	Expertise	English (US)	Database Foundations: Administration	00d57e74-6dde-5409-8006-fed0ddf2336d	2.12
2284	Expertise	English (US)	Database Foundations: Application Development	3dd606c8-8b8c-5be7-a7e7-6a79efb80139	1.82
2285	Expertise	English (US)	Database Foundations: Database Management	4222816b-d962-5b0c-9136-081580f82f2d	2.23
2286	Expertise	English (US)	Database Foundations: Intro to Databases	d61a18ce-dadd-53e8-8cff-964745cf5a58	3.4
2287	Expertise	English (US)	Databricks Certified Data Engineer Associate Cert Prep: 1 Databricks Lakehouse Platform	1f75b7c7-d5b2-52e0-bd9c-3b5a7a54e436	0.38
2288	Expertise	English (US)	Databricks Certified Data Engineer Associate Cert Prep: 3 Incremental Data Processing	394724d9-852e-518e-bb78-8f899ccb92f8	0.47
2289	Expertise	English (US)	Databricks Certified Data Engineer Associate Cert Prep: 4 Production Pipelines	408f4945-b8d9-54cd-bb93-68e23f8e91a6	0.32
2290	Expertise	English (US)	Databricks Certified Data Engineer Associate Cert Prep: 5 Data Governance	e9084a4e-826e-5010-99f1-6e0bd7097b00	0.37
2291	Expertise	English (US)	Databricks Certified Data Engineer Associate Cert Prep: 6 Data Access with Unity Catalog	a75ddd83-af2e-50cb-95b8-a16d228c0733	0.3
2292	Expertise	English (US)	Data-Centric AI: Best Practices, Responsible AI, and More	b68d901c-3026-5505-a326-73a46bf72d35	2.83
2293	Expertise	English (US)	Data-Driven Product Management	2742e51b-8d96-55ae-ac6b-ec03d08ddf4c	2.02
2294	Expertise	English (US)	Data-Driven Product Research and Design	8fe6d35c-02ba-5c66-a919-b060fcb3acf6	2.33
2295	Expertise	English (US)	DBeaver Essential Training	07a23d7f-6915-5d2a-a66c-8ad4e777dd2a	3.23
2296	Expertise	English (US)	Decision Intelligence	a77ea331-beaa-50f7-8df5-44d405aac48c	1.42
2297	Expertise	English (US)	Deep Learning Foundations: Natural Language Processing with TensorFlow	56a7f6c9-2180-5a4c-afa9-a2ece0dbc724	1.78
2298	Expertise	English (US)	Defining Your Data Career Path	6badf847-344c-5ccc-8a3a-056bb1b00a75	1.68
2299	Expertise	English (US)	Deploy SQL Server on Linux, Containers, and Kubernetes	9f644012-41b9-521f-8c79-7ee814b4b9dd	0.93
2300	Expertise	English (US)	Distributed Databases with Apache Ignite	027e8851-2fdf-56b1-84ee-913f29fe8a71	1.92
2301	Expertise	English (US)	DJ Patil on Data Science: The Ask Me Anything Conversations	bb40fbd2-a5c8-55c1-b68f-4853d0d9d7d5	3.73
2302	Expertise	English (US)	Ethical Hacking for Smart Contracts: Preventing Attacks and Securing Blockchain Code	c3ec1fa2-55da-58c1-88bb-43a606b88c3b	1.05
2303	Expertise	English (US)	Everyday Statistics, with Eddie Davila	67b882c1-731b-5545-81b2-d7053bc049e2	5.82
2304	Expertise	English (US)	GitHub for Data Science Job Seekers	a9d69a4f-bdcb-52c4-9d35-0974664ec0e5	0.98
2305	Expertise	English (US)	Global Data Stewardship	fc295fae-2247-5b32-8254-7f3bcd8ad3de	1.82
2306	Expertise	English (US)	Graph Databases: Neo4j for Complex Data Relationships	bc4362ca-fdd1-5bc8-b7a0-e69c92af36ab	1.3
2307	Expertise	English (US)	Hands-On Introduction: Data Engineering	92fdb032-3de3-57b4-bad8-62946940765f	1.47
2308	Expertise	English (US)	How to Get a Job in Web3 and Blockchain	223114e7-f8cc-51be-bd50-52253bfcd9d3	0.67
2309	Expertise	English (US)	How to Organize Your Points in English Letters and Numbers	3cd994c8-b4f2-55b4-aa8f-59bb13199577	0.18
2310	Expertise	English (US)	Introduction to Cassandra	3543e800-d1b7-5c54-b0ef-a873dbeef7a7	1.13
2311	Expertise	English (US)	Introduction to Data Science	34b16d15-0f64-5998-8d77-7a9c256876a4	2
2312	Expertise	English (US)	Introduction to Data Warehouses	13dd93b0-8a2e-5c21-ae46-9051ff86aeeb	0.77
2313	Expertise	English (US)	Introduction to Digital Twins	e2f1dbf7-aacb-5291-9dc7-ed48e93add7d	0.93
2314	Expertise	English (US)	Introduction to MongoDB	c4be275e-a144-578b-abd9-50bec2a39b17	3.43
2315	Expertise	English (US)	Introduction to Neo4j	10c9ca61-e031-5534-9874-e426557a0dd1	1.42
2316	Expertise	English (US)	Introduction to NoSQL	077e4685-ac8f-5dcc-b0f7-dc1b9f00e217	0.48
2317	Expertise	English (US)	Introduction to Quantum Computing	53080b7b-ca12-520a-99a2-fcdc570c3d9e	1.4
2318	Expertise	English (US)	Kubernetes: Provisioning with Terraform and kOps	b6ac40bf-d0fa-5f3e-b153-3ba4e5479436	1.37
2319	Expertise	English (US)	Kubernetes: Provisioning with Terraform and Kubespray	09809002-9e4f-5c26-a5de-7a9c1d2fae58	1.57
2320	Expertise	English (US)	Learning BigQuery	4bd3b8d1-f551-50f7-82b0-d19d1c4da713	1.97
2321	Expertise	English (US)	Learning Minitab	c0e2957d-1af4-5232-862e-d81048c2dc81	1.42
2322	Expertise	English (US)	Learning MongoDB	ea772e27-57fe-5463-a47e-4da3170b2472	2.87
2323	Expertise	English (US)	Learning Power Automate Desktop for Developers	b4b4c387-89cf-5080-8a97-38a4a6f98c36	1.75
2324	Expertise	English (US)	Learning Power Automate Desktop for Non-Developers	857360df-4658-5cef-b292-74a18d07bc94	1.5
2325	Expertise	English (US)	Learning Relational Databases	849b8e8e-2211-50fc-91e6-b3282b6ecd5f	2.72
2326	Expertise	English (US)	Learning SAP Human Capital Management	6b85b832-b71d-52df-896a-3e31197174e1	1.07
2327	Expertise	English (US)	Learning Splunk	2486c79e-52d7-5bf4-afce-278eeb494ab4	1.77
2328	Expertise	English (US)	Learning Terraform	497b3963-0f09-58ac-87a7-aa37192b56a7	2.12
2329	Expertise	English (US)	Lessons from Data Scientists	781ffe89-8b29-5cad-9f3c-b547c2c223d1	0.83
2330	Expertise	English (US)	Level Up: Python Data Modeling and Model Evaluation Metrics	4e40e5f1-35ad-554e-bee5-44e7faee0f09	1.03
2331	Expertise	English (US)	Level Up: SQL	bd72dd2f-590f-5ab2-a8e9-3245103c5364	1.07
2332	Expertise	English (US)	Looker Studio for Marketers	6e626092-1275-5beb-9fbb-ad7f9699841a	1.27
2333	Expertise	English (US)	Managing Data with Microsoft 365	e2bb134e-2b6e-5d64-b2d2-bbf3ac0bebf5	1.05
2334	Expertise	English (US)	Microsoft Azure Fundamentals (AZ-900) Cert Prep: 4 Azure Management and Governance	9583b273-7b3c-529b-ae9c-cc1b85dbb047	1.82
2335	Expertise	English (US)	Microsoft Power Automate Essential Training	ad38f3e5-6561-558b-91c7-fe0c34705c27	2.28
2336	Expertise	English (US)	Microsoft Power Automate: Advanced Business Automation	0506f461-d9c7-54d5-9797-d5a759524389	1.12
2337	Expertise	English (US)	Microsoft Power Platform App Maker (PL-100) Cert Prep	486e6dde-226c-5645-82de-06627621e8e8	1.62
2338	Expertise	English (US)	Microsoft Power Platform Functional Consultant Associate (PL-200) Cert Prep	ccd91d8c-ee67-5c0a-8c83-16a4d929f505	2.27
2339	Expertise	English (US)	Microsoft Power Platform Fundamentals (PL-900) Cert Prep: 1 The Business Value of Power Platform by Microsoft Press	95205829-fd29-5398-91d5-1e1b749043d8	1.25
2340	Expertise	English (US)	Microsoft Power Platform Fundamentals (PL-900) Cert Prep: 2 Core Components by Microsoft Press	2a6190ce-c848-52d0-a1c7-615e850e64e7	0.55
2341	Expertise	English (US)	Microsoft Power Platform Fundamentals (PL-900) Cert Prep: 3 Power BI by Microsoft Press	07c2570e-dccb-50d5-aa57-57ed5752dccd	1.18
2342	Expertise	English (US)	Microsoft Power Platform Fundamentals (PL-900) Cert Prep: 4 Power Apps by Microsoft Press	a472eff0-15ba-5537-93f4-f1459cedd36c	1.05
2343	Expertise	English (US)	Microsoft Power Platform Fundamentals (PL-900) Cert Prep: 5 Power Automate by Microsoft Press	6f89a620-8ca4-5acd-909f-bb89dbd05f9b	1.02
2344	Expertise	English (US)	Microsoft Power Platform Fundamentals (PL-900) Cert Prep: 6 Power Virtual Agents by Microsoft Press	a7f6c87a-1b96-5284-a9b0-d9072bf522f6	0.72
2345	Expertise	English (US)	Microsoft Power Platform Fundamentals (PL-900) Cert Prep: Core Components	f2e8e833-7ff2-5e1e-96f0-d5052833f44a	0.88
2346	Expertise	English (US)	Microsoft Power Platform Fundamentals (PL-900) Cert Prep: Power Apps	5fbd7eff-34dc-5c28-af45-27e314114ffc	1.3
2347	Expertise	English (US)	Microsoft Power Platform Fundamentals (PL-900) Cert Prep: Power Automate	44446c5a-63a3-5387-bc17-7f9658546196	2.88
2348	Expertise	English (US)	Microsoft Power Platform Fundamentals (PL-900) Cert Prep: Power BI	ba7fa15b-bb92-57c4-8db6-292ffd651cd8	1.23
2349	Expertise	English (US)	Microsoft Power Platform Fundamentals (PL-900) Cert Prep: Power Virtual Agents	cb7b1c9c-3fde-5599-b7b9-8c0650211010	0.65
2350	Expertise	English (US)	Microsoft Power Platform Fundamentals (PL-900) Exam Tips	fd75d3ee-4327-5dcd-92d1-e078e33d9a0b	2.25
2351	Expertise	English (US)	Microsoft SQL Server 2022 Essential Training	ca83e054-f980-5170-aee1-a4d16bec06bd	5.38
2352	Expertise	English (US)	MongoDB Aggregation Pipeline: Advanced Data Analysis and Manipulation	d25a7ce9-ecc8-5b75-b739-b7e3442a5eb6	1.28
2353	Expertise	English (US)	Navigating Your Data/Analytics Career as a Millennial or Post-millennial	4a680bec-b4e1-564f-a304-e60947cd7ac0	0.75
2354	Expertise	English (US)	Oracle Autonomous Database Administration Workshop	16218e9a-988a-5eb3-993a-ed18daa35671	7.9
2355	Expertise	English (US)	Oracle Base Database Services Professional Workshop	3d08c307-12b6-5396-912d-89fcb76a68d7	7.72
2356	Expertise	English (US)	Oracle Cloud Data Management Foundations Workshop	51392c0a-f5e2-5fca-8d0b-cce163d535d0	6.25
2357	Expertise	English (US)	Oracle DB Cloud Database Migration and Integration Workshop	007f62ef-c7a2-5484-a41f-6243561fbc76	4.03
2358	Expertise	English (US)	Picking the Right Chart for Your Data	8990c9f9-8d8e-5f08-9be4-9e07265d77f1	1.35
2359	Expertise	English (US)	Power BI Data Analyst (PL-300) Associate Cert Prep: Manage Workspaces on Power BI	066d7047-94fe-5551-8541-22d456db1662	0.85
2360	Expertise	English (US)	Power BI Data Analyst Associate (PL-300) Cert Prep: Connecting to Power BI Data	4a2967f4-9929-54d0-985a-37cd24fca70d	0.73
2361	Expertise	English (US)	Power BI Data Analyst Associate (PL-300) Cert Prep: Designing and Developing a Power BI Data Model	9d71a277-db89-5971-a68f-dc3e0d7db2ff	1.42
2362	Expertise	English (US)	Power BI Data Dashboards	0a527275-07bf-55ed-be96-c2617c5ba643	2.4
2363	Expertise	English (US)	Power BI Essential Training	76934002-545a-501e-be7e-780e6bfa9b02	3.82
2364	Expertise	English (US)	Predictive Analytics Essential Training: Estimating and Ensuring ROI	8b88d46f-d0cb-53ef-9401-ea8c56f81e6a	0.85
2365	Expertise	English (US)	Privacy, Governance, and Compliance: Data Sharing	a5e1242a-977b-54b7-9ffc-6bc7638ef2a3	0.95
2366	Expertise	English (US)	Python Statistics Essential Training	ba020703-a3ae-585f-b6b9-cd4cb641aefa	2.65
2367	Expertise	English (US)	Querying Microsoft SQL Server 2022	997ad1e2-d9b3-5435-a3f8-f0cb7d4b5ea8	4.47
2368	Expertise	English (US)	Redis Essential Training	a83c5027-1d06-549c-84af-319c854623cc	1.43
2369	Expertise	English (US)	Reinforcement Learning Foundations	cbbe623c-b440-5f43-a10d-577866e0c598	0.73
2370	Expertise	English (US)	Safeguarding AI	a30bd4ef-f5ca-504c-b5f3-eeaa08e43ef0	0.6
2371	Expertise	English (US)	SAP Financials Essential Training	f2faa04a-3e32-570f-8a90-490a905998be	2.13
2372	Expertise	English (US)	SAP S/4HANA: Beyond the Basics	7d1a8472-a071-569e-8fea-b5f9f6ab9641	1.25
2373	Expertise	English (US)	Securing Cryptocurrencies	fb9a0b31-9f0a-5cbb-9e34-cbcecfb05d18	0.85
2374	Expertise	English (US)	Smart Cities: Solving Urban Problems Using Technology	6693d6ac-3a4d-549e-aac1-a453a5cd5054	0.23
2375	Expertise	English (US)	Spark for Machine Learning & AI	55265c7f-63ea-5d43-b2fa-3401544810f2	1.85
2376	Expertise	English (US)	SQL Weekly Tips	736945cf-d46c-5c7d-9278-be4fb9cb40d7	2.9
2377	Expertise	English (US)	Statistics Foundations 1: The Basics	f8552c7e-f091-5bdf-ba66-fc2d15e536eb	0.55
2378	Expertise	English (US)	Statistics Foundations 2: Probability	2cb16474-a115-5d11-b704-8a6fe1bd250a	1.17
2379	Expertise	English (US)	Statistics Foundations 4: Advanced Topics	0ec8f809-4352-567c-8300-3d68e7b14e2b	1.5
2380	Expertise	English (US)	Synthetic Data as the Future of AI Privacy, Explainability, and Fairness: An Introduction for Data Scientists and Data Executives	463728e4-7317-5fe5-8fa0-da9c39b51af6	2.18
2381	Expertise	English (US)	Tableau for Data Scientists	680417d6-3a0e-5ffe-9aa6-30f22576f34f	5.92
2382	Expertise	English (US)	The Data Science of Healthcare, Medicine, and Public Health	a1e6f235-7788-53d4-b416-8e01778c6851	2.53
2383	Expertise	English (US)	Top 10 Skills for Blockchain Developers	e16e43ba-3282-55fa-8168-4628614ada4f	0.57
2384	Expertise	English (US)	Top 10 Skills for FinTech Analysts	d528b7ce-0f1e-5897-b437-de4662e9a7d8	0.63
2385	Expertise	English (US)	Transfer Learning for Images Using PyTorch: Essential Training	2642578d-1e96-56ad-90c4-92841601e521	0.97
2386	Expertise	English (US)	Troubleshooting and Debugging Kafka	2a5c4988-b089-549b-9ebf-3f59a2f44c33	2.17
2387	Expertise	English (US)	Tuning Kafka	651ecd71-6020-599e-a3a6-c0acff552b20	1.95
2388	Expertise	English (US)	Understanding Customers Using Jobs To Be Done with David Duncan	4020fdae-20b0-5f23-9f06-b9aeeed954bf	1.42
2389	Expertise	English (US)	Using MongoDB with Node.js	00e72420-6391-5ab7-b703-e4f02c21b727	0.77
2390	Expertise	English (US)	Visio 2016 Essential Training	8528704a-530b-57ef-99e8-d9a7e372f302	5.9
2391	Expertise	English (US)	Visio 2019 Essential Training	ac59d44a-d9fd-5d32-9960-d04ec1d5c11e	1.37
2392	Expertise	English (US)	Visio Desktop: Tips and Tricks	44bc5605-05cb-5fe2-aaa8-ef71bec8fcc8	1.8
2393	Expertise	English (US)	Visual Basic Essential Training	5e76452f-a9c6-5a75-a42e-c2d58702bb37	5.07
2394	Expertise	English (US)	Web3 Design and Security Essentials	9e3a0149-eabb-5060-9749-df6dff1fc259	1.22
2395	Expertise	English (US)	Avoiding Legal Hot Spots: Five Legal Tips for Social Media Managers	b814dc08-1b19-56ff-a6a5-4fb2ce994f36	0.67
2396	Expertise	English (US)	Certified Information Privacy Manager (CIPM) Cert Prep: 1 Privacy Program Development	0894e654-6e02-5cc2-b4da-9758c4c36514	1.73
2397	Expertise	English (US)	Certified Information Privacy Manager (CIPM) Cert Prep: 2 Privacy Program Framework	c86dd716-816b-5505-b350-b2e1177cee20	0.75
2398	Expertise	English (US)	Certified Information Privacy Manager (CIPM) Cert Prep: 3 Privacy Operational Life Cycle: Assess	c429b904-2068-52f9-af72-f01004791787	1.4
2399	Expertise	English (US)	Certified Information Privacy Manager (CIPM) Cert Prep: 4 Privacy Operational Life Cycle: Protect	8892387c-e58e-52fb-b9c4-3785b1a811fc	2.05
2400	Expertise	English (US)	Certified Information Privacy Manager (CIPM) Cert Prep: 6 Privacy Operational Life Cycle: Respond	96c257b0-be97-5e91-bce1-f99b2fb6a365	1.05
2401	Expertise	English (US)	Certified Information Privacy Manager (CIPM) Exam Tips	57b9ecdc-fe14-57f1-a558-a1f6b6d031f6	0.58
2402	Expertise	English (US)	Data Ethics: Making Data-Driven Decisions	90b9b979-9b8d-558a-be2e-9a868fe74c0d	1.08
2403	Expertise	English (US)	Data Ethics: Managing Your Private Customer Data	ae454cf3-b4b5-506b-b688-69086e0b2add	1.1
2404	Expertise	English (US)	Data Ethics: Watching Out for Data Misuse	30aa9578-caab-568c-89e8-9dd2864c73c8	0.97
2405	Expertise	English (US)	Data Rights Foundations	69351595-1d1b-53a5-a128-11615c8e3e66	0.58
2406	Expertise	English (US)	Ethics and Law in Data Analytics	87dc4be4-5f5f-5d12-9570-cd1cfb3f830e	3.85
2407	Expertise	English (US)	Ethics: Managing Real or Perceived Conflicts of Interest	c4056367-9836-53a6-b345-cf7c3100ca74	1.28
2408	Expertise	English (US)	Practical Ethics for Businesses and Individuals	61bd32b8-2862-5830-ba95-f09ca69d2559	0.88
2409	Expertise	English (US)	Security Tips: Metadata	59bcd969-c2a1-509d-8d25-cd239c91f5bc	1.18
2410	Expertise	English (US)	15 Tips for Landing a Data Science Job	50eefb1c-f1be-54af-a736-8071ac4145ce	0.53
2411	Expertise	English (US)	A Day In The Life of a Data Scientist	61d12af3-8bfe-5150-baeb-4ce26c1d7d35	1.05
2412	Expertise	English (US)	Accredited VeriSM Professional Cert Prep	3c462bb1-98db-5143-9ae5-80dcc87fc63c	19.47
2413	Expertise	English (US)	Actionable Insights and Business Data in Practice	358ae06a-6f57-5a18-80a9-7d8546b7af64	1.55
2414	Expertise	English (US)	Advanced and Specialized Statistics with Stata	ad86caea-1581-576f-8eb3-2589fa43c9c4	5.08
2415	Expertise	English (US)	Advanced Data Visualizations: 10 Uncommon Plot Types and How to Use Them	7322620e-1647-5861-b7fe-db3b5c65d390	0.78
2416	Expertise	English (US)	Advanced Malware Analysis: Redux	458eab13-5e28-5c83-b394-86a67d65d8e1	3.67
2417	Expertise	English (US)	Advanced Power BI Custom Visuals with d3.js	03c8f326-5f32-507b-bd49-0dc3fdb1bd54	3.63
2418	Expertise	English (US)	Advanced Predictive Modeling: Mastering Ensembles and Metamodeling	65107bf0-0212-54b7-bd7b-0822335cf23a	1.17
2419	Expertise	English (US)	Alteryx Analytics Tips and Tricks	a7f76ec7-1cb4-5453-b73b-27d36649e752	0.43
2420	Expertise	English (US)	Alteryx for Healthcare	ac0c9116-1f63-58e6-a351-9ae33900e7e9	1.95
2421	Expertise	English (US)	Apache Flink: Real-Time Data Engineering	f2acbb7c-ed49-5b2b-bd7f-74013ee6808e	1.18
2422	Expertise	English (US)	Apache PySpark by Example	7cbfafae-5fdc-5972-951c-d318759bf3c6	1.97
2423	Expertise	English (US)	Assembling Calculus	6402cb44-bbcf-5233-b088-855e353af3a6	1.4
2424	Expertise	English (US)	Automating Data Quality in Dev Environments	5491bfcd-1607-5837-b8cd-f15aec06d19b	1.07
2425	Expertise	English (US)	Basics of Data Visualization Analysis	fd5b8957-5221-5603-a551-dc9b81c700bd	1.45
2426	Expertise	English (US)	Becoming a Data Analyst (Whether That Word Is in Your Title or Not)	fed7122e-3f60-5a81-ad26-2ac394c88733	0.98
2427	Expertise	English (US)	Becoming a Data Evangelist/Advocate	50571dd4-2966-5e92-9a8f-40b2eff5bb79	0.72
2428	Expertise	English (US)	Becoming a Good Data Science Customer	ce2be859-0d18-57ad-a0da-b0062bf42a14	1.87
